location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Bosnia and Herzegovina,2020-05-01,101,2,3280815.0,16.569,11713.895,3.5
Democratic Republic of Congo,2020-03-27,9,1,89561404.0,3.02,808.133,
Macedonia,2020-02-26,0,0,2083380.0,13.26,13111.214,4.28
French Polynesia,2020-05-24,0,0,280904.0,7.775,,
Cyprus,2020-05-13,2,0,875899.0,13.416,32415.132,3.4
Syria,2020-03-28,0,0,17500657.0,,,1.5
Portugal,2020-05-10,138,12,10196707.0,21.502,27936.896,3.39
United Kingdom,2020-01-14,0,0,67886004.0,18.517,39753.244,2.54
World,2020-05-06,79184,5949,7794798729.0,8.696,15469.207,2.705
Bulgaria,2020-04-02,23,2,6948445.0,20.801,18563.307,7.454
Serbia,2020-06-02,18,1,6804596.0,17.366,14048.881,5.609
Monaco,2020-04-20,0,0,39244.0,,,13.8
Macedonia,2020-01-17,0,0,2083380.0,13.26,13111.214,4.28
India,2020-01-05,0,0,1380004385.0,5.989,6426.674,0.53
Estonia,2020-04-09,36,3,1326539.0,19.452,29481.252,4.69
Guinea,2020-05-07,45,1,13132792.0,3.135,1998.926,0.3
Saint Kitts and Nevis,2020-03-26,2,0,53192.0,,24654.385,2.3
Sierra Leone,2020-05-24,15,1,7976985.0,2.538,1390.3,
Costa Rica,2020-04-01,17,0,5094114.0,9.468,15524.995,1.13
Maldives,2020-03-08,2,0,540542.0,4.12,15183.616,
Isle of Man,2020-03-28,3,0,85032.0,,,
Iran,2020-06-08,2364,72,83992953.0,5.44,19082.62,1.5
World,2020-01-13,1,0,7794798729.0,8.696,15469.207,2.705
Slovenia,2020-03-11,15,0,2078932.0,19.062,31400.84,4.5
Uganda,2020-04-17,0,0,45741000.0,2.168,1697.707,0.5
Algeria,2020-03-12,0,0,43851043.0,6.211,13913.839,1.9
Zambia,2020-06-10,0,0,18383956.0,2.48,3689.251,2.0
Niger,2020-04-10,68,0,24206636.0,2.553,926.0,0.3
Ecuador,2020-04-16,255,33,17643060.0,7.104,10581.936,1.5
Austria,2020-05-01,60,4,9006400.0,19.202,45436.686,7.37
Australia,2020-05-15,14,0,25499881.0,15.504,44648.71,3.84
Serbia,2020-05-01,285,6,6804596.0,17.366,14048.881,5.609
Dominican Republic,2020-04-23,256,15,10847904.0,6.981,14600.861,1.6
Iceland,2020-01-20,0,0,341250.0,14.431,46482.958,2.91
Georgia,2020-04-21,8,0,3989175.0,14.864,9745.079,2.6
Singapore,2020-01-11,0,0,5850343.0,12.922,85535.383,2.4
Greece,2020-06-09,97,2,10423056.0,20.396,24574.382,4.21
India,2020-05-05,3900,195,1380004385.0,5.989,6426.674,0.53
Kuwait,2020-04-05,137,1,4270563.0,2.345,65530.537,2.0
Vatican,2020-04-20,0,0,809.0,,,
Nepal,2020-06-04,201,1,29136808.0,5.809,2442.804,0.3
Vatican,2020-04-24,0,0,809.0,,,
Bhutan,2020-05-22,0,0,771612.0,4.885,8708.597,1.7
Vietnam,2020-01-10,0,0,97338583.0,7.15,6171.884,2.6
Denmark,2020-01-17,0,0,5792203.0,19.677,46682.515,2.5
Guam,2020-04-21,0,0,168783.0,9.551,,
Indonesia,2020-04-12,330,21,273523621.0,5.319,11188.744,1.04
Kuwait,2020-04-27,183,1,4270563.0,2.345,65530.537,2.0
Uganda,2020-03-28,0,0,45741000.0,2.168,1697.707,0.5
Gambia,2020-05-20,0,0,2416664.0,2.339,1561.767,1.1
Antigua and Barbuda,2020-05-21,0,0,97928.0,6.933,21490.943,3.8
Bonaire Sint Eustatius and Saba,2020-06-05,0,0,26221.0,,,
France,2020-03-04,34,1,65273512.0,19.718,38605.671,5.98
Senegal,2020-03-07,0,0,16743930.0,3.008,2470.58,
Lebanon,2020-04-18,5,0,6825442.0,8.514,13367.565,2.9
Mongolia,2020-05-11,0,0,3278292.0,4.031,11840.846,7.0
Estonia,2020-04-20,16,2,1326539.0,19.452,29481.252,4.69
Georgia,2020-01-19,0,0,3989175.0,14.864,9745.079,2.6
United Arab Emirates,2020-06-06,624,1,9890400.0,1.144,67293.483,1.2
Bolivia,2020-05-22,268,16,11673029.0,6.704,6885.829,1.1
Netherlands,2020-03-14,190,0,17134873.0,18.779,48472.545,3.32
Jordan,2020-04-14,2,0,10203140.0,3.81,8337.49,1.4
El Salvador,2020-05-30,84,4,6486201.0,8.273,7292.458,1.3
Zimbabwe,2020-06-09,5,0,14862927.0,2.822,1899.775,1.7
Macedonia,2020-03-18,12,0,2083380.0,13.26,13111.214,4.28
Portugal,2020-05-08,533,16,10196707.0,21.502,27936.896,3.39
Benin,2020-06-10,0,0,12123198.0,3.244,2064.236,0.5
Cambodia,2020-01-10,0,0,16718971.0,4.412,3645.07,0.8
Syria,2020-05-21,0,0,17500657.0,,,1.5
Greece,2020-04-30,42,3,10423056.0,20.396,24574.382,4.21
Mali,2020-06-09,14,0,20250834.0,2.519,2014.306,0.1
Qatar,2020-01-20,0,0,2881060.0,1.307,116935.6,1.2
Jamaica,2020-05-12,3,0,2961161.0,9.684,8193.571,1.7
Slovakia,2020-05-02,7,0,5459643.0,15.07,30155.152,5.82
Indonesia,2020-01-03,0,0,273523621.0,5.319,11188.744,1.04
Paraguay,2020-03-26,4,0,7132530.0,6.378,8827.01,1.3
France,2020-03-23,1559,112,65273512.0,19.718,38605.671,5.98
Belgium,2020-03-10,39,0,11589616.0,18.571,42658.576,5.64
Germany,2020-02-25,0,0,83783945.0,21.453,45229.245,8.0
Tunisia,2020-03-15,0,0,11818618.0,8.001,10849.297,2.3
United States,2020-05-26,19064,500,331002647.0,15.413,54225.446,2.77
Nicaragua,2020-03-24,0,0,6624554.0,5.445,5321.444,0.9
Tanzania,2020-05-08,29,3,59734213.0,3.108,2683.304,0.7
Nepal,2020-05-03,0,0,29136808.0,5.809,2442.804,0.3
Zambia,2020-05-17,11,0,18383956.0,2.48,3689.251,2.0
Yemen,2020-04-18,0,0,29825968.0,2.922,1479.147,0.7
South Africa,2020-05-31,1727,32,59308690.0,5.344,12294.876,2.32
Slovakia,2020-05-19,1,0,5459643.0,15.07,30155.152,5.82
Czech Republic,2020-02-13,0,0,10708982.0,19.027,32605.906,6.63
Australia,2020-03-25,600,1,25499881.0,15.504,44648.71,3.84
Botswana,2020-05-11,0,0,2351625.0,3.941,15807.374,1.8
Barbados,2020-04-06,5,1,287371.0,14.952,16978.068,5.8
Australia,2020-02-07,1,0,25499881.0,15.504,44648.71,3.84
Estonia,2020-01-04,0,0,1326539.0,19.452,29481.252,4.69
Nepal,2020-02-01,0,0,29136808.0,5.809,2442.804,0.3
India,2020-05-12,3604,87,1380004385.0,5.989,6426.674,0.53
Azerbaijan,2020-01-30,0,0,10139175.0,6.018,15847.419,4.7
United Arab Emirates,2020-02-07,0,0,9890400.0,1.144,67293.483,1.2
Azerbaijan,2020-05-04,38,0,10139175.0,6.018,15847.419,4.7
Indonesia,2020-04-04,196,11,273523621.0,5.319,11188.744,1.04
Faeroe Islands,2020-04-26,0,0,48865.0,,,
Falkland Islands,2020-05-06,0,0,3483.0,,,
Maldives,2020-06-01,101,0,540542.0,4.12,15183.616,
Lebanon,2020-02-01,0,0,6825442.0,8.514,13367.565,2.9
Oman,2020-04-06,21,0,5106622.0,2.355,37960.709,1.6
Croatia,2020-02-18,0,0,4105268.0,19.724,22669.797,5.54
Ireland,2020-01-20,0,0,4937796.0,13.928,67335.293,2.96
Chad,2020-06-07,0,1,16425859.0,2.486,1768.153,
Mongolia,2020-05-21,0,0,3278292.0,4.031,11840.846,7.0
United States,2020-03-15,777,10,331002647.0,15.413,54225.446,2.77
Uzbekistan,2020-04-11,42,0,33469199.0,4.469,6253.104,4.0
United Kingdom,2020-03-26,1452,186,67886004.0,18.517,39753.244,2.54
Mauritius,2020-05-03,0,0,1271767.0,10.945,20292.745,3.4
Burundi,2020-04-14,0,0,11890781.0,2.562,702.225,0.8
Germany,2020-02-12,2,0,83783945.0,21.453,45229.245,8.0
Venezuela,2020-04-10,4,1,28435943.0,6.614,16745.022,0.8
Egypt,2020-04-27,0,0,102334403.0,5.159,10550.206,1.6
Singapore,2020-03-25,49,0,5850343.0,12.922,85535.383,2.4
Vietnam,2020-01-01,0,0,97338583.0,7.15,6171.884,2.6
Chile,2020-05-07,1032,6,19116209.0,11.087,22767.037,2.11
United Arab Emirates,2020-01-19,0,0,9890400.0,1.144,67293.483,1.2
Czech Republic,2020-05-28,36,0,10708982.0,19.027,32605.906,6.63
United Arab Emirates,2020-01-15,0,0,9890400.0,1.144,67293.483,1.2
Romania,2020-02-17,0,0,19237682.0,17.85,23313.199,6.892
Israel,2020-06-01,59,1,8655541.0,11.733,33132.32,2.99
Guyana,2020-04-25,3,1,786559.0,5.305,7435.047,1.6
Zambia,2020-05-14,5,0,18383956.0,2.48,3689.251,2.0
China,2020-01-13,0,0,1439323774.0,10.641,15308.712,4.34
Kuwait,2020-01-13,0,0,4270563.0,2.345,65530.537,2.0
Bangladesh,2020-05-12,1034,11,164689383.0,5.098,3523.984,0.8
Andorra,2020-04-27,7,0,77265.0,,,
Taiwan,2020-04-24,1,0,23816775.0,,,
Australia,2020-02-05,1,0,25499881.0,15.504,44648.71,3.84
Serbia,2020-05-31,27,0,6804596.0,17.366,14048.881,5.609
Switzerland,2020-01-08,0,0,8654618.0,18.436,57410.166,4.53
Madagascar,2020-05-13,6,0,27691019.0,2.929,1416.44,0.2
Mauritania,2020-05-27,25,3,4649660.0,3.138,3597.633,
Luxembourg,2020-04-24,11,3,625976.0,14.312,94277.965,4.51
Djibouti,2020-03-21,0,0,988002.0,4.213,2705.406,1.4
Colombia,2020-04-15,127,15,50882884.0,7.646,13254.949,1.71
Yemen,2020-04-19,0,0,29825968.0,2.922,1479.147,0.7
Lebanon,2020-01-12,0,0,6825442.0,8.514,13367.565,2.9
Australia,2020-05-01,16,2,25499881.0,15.504,44648.71,3.84
Gambia,2020-03-29,0,0,2416664.0,2.339,1561.767,1.1
Japan,2020-05-22,89,19,126476458.0,27.049,39002.223,13.05
Saint Lucia,2020-03-31,0,0,183629.0,9.721,12951.839,1.3
Montenegro,2020-04-16,5,0,628062.0,14.762,16409.288,3.861
Indonesia,2020-03-19,0,0,273523621.0,5.319,11188.744,1.04
Bulgaria,2020-03-23,22,0,6948445.0,20.801,18563.307,7.454
Colombia,2020-05-14,658,16,50882884.0,7.646,13254.949,1.71
Tunisia,2020-05-20,1,1,11818618.0,8.001,10849.297,2.3
New Caledonia,2020-04-13,0,0,285491.0,9.954,,
Bahrain,2020-02-11,0,0,1701583.0,2.372,43290.705,2.0
Iran,2020-03-28,2926,144,83992953.0,5.44,19082.62,1.5
Afghanistan,2020-02-28,0,0,38928341.0,2.581,1803.987,0.5
Nicaragua,2020-04-16,0,0,6624554.0,5.445,5321.444,0.9
Brazil,2020-01-20,0,0,212559409.0,8.552,14103.452,2.2
Bulgaria,2020-05-28,0,0,6948445.0,20.801,18563.307,7.454
Pakistan,2020-05-03,989,23,220892331.0,4.495,5034.708,0.6
Montenegro,2020-04-17,15,0,628062.0,14.762,16409.288,3.861
Netherlands,2020-02-20,0,0,17134873.0,18.779,48472.545,3.32
Slovenia,2020-06-06,5,0,2078932.0,19.062,31400.84,4.5
Fiji,2020-05-13,0,0,896444.0,6.224,8702.975,2.3
Netherlands,2020-05-28,190,15,17134873.0,18.779,48472.545,3.32
Belarus,2020-05-26,946,5,9449321.0,14.799,17167.967,11.0
Kenya,2020-03-17,0,0,53771300.0,2.686,2993.028,1.4
Djibouti,2020-04-19,0,0,988002.0,4.213,2705.406,1.4
Iceland,2020-04-30,2,0,341250.0,14.431,46482.958,2.91
Greece,2020-04-29,0,0,10423056.0,20.396,24574.382,4.21
Montenegro,2020-06-09,0,0,628062.0,14.762,16409.288,3.861
Belgium,2020-04-10,1580,283,11589616.0,18.571,42658.576,5.64
World,2020-05-07,89824,6386,7794798729.0,8.696,15469.207,2.705
Hong Kong,2020-02-16,0,0,7496988.0,16.303,56054.92,
Benin,2020-05-07,6,0,12123198.0,3.244,2064.236,0.5
Israel,2020-01-30,0,0,8655541.0,11.733,33132.32,2.99
Nepal,2020-03-13,0,0,29136808.0,5.809,2442.804,0.3
Democratic Republic of Congo,2020-04-20,5,0,89561404.0,3.02,808.133,
Faeroe Islands,2020-04-23,0,0,48865.0,,,
Azerbaijan,2020-03-07,3,0,10139175.0,6.018,15847.419,4.7
Greece,2020-01-13,0,0,10423056.0,20.396,24574.382,4.21
Morocco,2020-02-21,0,0,36910558.0,6.769,7485.013,1.1
International,2020-03-02,0,0,,,,
Portugal,2020-03-14,34,0,10196707.0,21.502,27936.896,3.39
Antigua and Barbuda,2020-03-28,0,0,97928.0,6.933,21490.943,3.8
Curacao,2020-05-31,0,0,164100.0,16.367,,
Germany,2020-04-11,4133,171,83783945.0,21.453,45229.245,8.0
Sri Lanka,2020-02-22,0,0,21413250.0,10.069,11669.077,3.6
Colombia,2020-05-26,806,23,50882884.0,7.646,13254.949,1.71
Suriname,2020-05-28,1,0,586634.0,6.933,13767.119,3.1
Qatar,2020-01-17,0,0,2881060.0,1.307,116935.6,1.2
Uruguay,2020-05-22,3,0,3473727.0,14.655,20551.409,2.8
Georgia,2020-03-26,3,0,3989175.0,14.864,9745.079,2.6
Mexico,2020-01-30,0,0,128932753.0,6.857,17336.469,1.38
United States,2020-05-18,18873,808,331002647.0,15.413,54225.446,2.77
Madagascar,2020-04-03,5,0,27691019.0,2.929,1416.44,0.2
Myanmar,2020-04-17,11,0,54409794.0,5.732,5591.597,0.9
Slovenia,2020-03-09,4,0,2078932.0,19.062,31400.84,4.5
Brunei,2020-05-28,0,1,437483.0,4.591,71809.251,2.7
Croatia,2020-03-07,1,0,4105268.0,19.724,22669.797,5.54
Iceland,2020-04-22,5,0,341250.0,14.431,46482.958,2.91
Yemen,2020-04-15,0,0,29825968.0,2.922,1479.147,0.7
Finland,2020-01-11,0,0,5540718.0,21.228,40585.721,3.28
Zimbabwe,2020-04-08,1,0,14862927.0,2.822,1899.775,1.7
China,2020-06-01,19,0,1439323774.0,10.641,15308.712,4.34
Chile,2020-05-29,4654,49,19116209.0,11.087,22767.037,2.11
Bahrain,2020-01-20,0,0,1701583.0,2.372,43290.705,2.0
Guatemala,2020-05-17,120,3,17915567.0,4.694,7423.808,0.6
Namibia,2020-04-04,1,0,2540916.0,3.552,9541.808,
Austria,2020-04-26,66,23,9006400.0,19.202,45436.686,7.37
Iceland,2020-02-01,0,0,341250.0,14.431,46482.958,2.91
Morocco,2020-04-02,37,3,36910558.0,6.769,7485.013,1.1
Slovakia,2020-04-02,37,0,5459643.0,15.07,30155.152,5.82
Cyprus,2020-04-14,29,1,875899.0,13.416,32415.132,3.4
Morocco,2020-04-11,74,10,36910558.0,6.769,7485.013,1.1
Bahrain,2020-02-17,0,0,1701583.0,2.372,43290.705,2.0
Thailand,2020-03-12,11,0,69799978.0,11.373,16277.671,2.1
Equatorial Guinea,2020-04-03,0,0,1402985.0,2.846,22604.873,2.1
Cyprus,2020-03-15,7,0,875899.0,13.416,32415.132,3.4
Bhutan,2020-06-10,0,0,771612.0,4.885,8708.597,1.7
Afghanistan,2020-02-07,0,0,38928341.0,2.581,1803.987,0.5
Indonesia,2020-02-05,0,0,273523621.0,5.319,11188.744,1.04
Qatar,2020-04-12,216,0,2881060.0,1.307,116935.6,1.2
Cameroon,2020-05-29,0,0,26545864.0,3.165,3364.926,1.3
Japan,2020-01-10,0,0,126476458.0,27.049,39002.223,13.05
Monaco,2020-02-25,0,0,39244.0,,,13.8
Aruba,2020-04-05,2,0,106766.0,13.085,35973.781,
Qatar,2020-06-02,1523,2,2881060.0,1.307,116935.6,1.2
Suriname,2020-04-07,0,0,586634.0,6.933,13767.119,3.1
Sudan,2020-05-19,302,8,43849269.0,3.548,4466.507,0.8
Botswana,2020-04-27,0,0,2351625.0,3.941,15807.374,1.8
Russia,2020-05-25,8599,153,145934460.0,14.178,24765.954,8.05
Latvia,2020-05-07,4,0,1886202.0,19.754,25063.846,5.57
Finland,2020-03-30,0,2,5540718.0,21.228,40585.721,3.28
Egypt,2020-03-17,16,0,102334403.0,5.159,10550.206,1.6
Iraq,2020-01-22,0,0,40222503.0,3.186,15663.986,1.4
Hong Kong,2020-04-23,0,0,7496988.0,16.303,56054.92,
Eritrea,2020-04-26,0,0,3546427.0,3.607,1510.459,0.7
Albania,2020-05-08,10,0,2877800.0,13.188,11803.431,2.89
Cambodia,2020-01-09,0,0,16718971.0,4.412,3645.07,0.8
Saint Kitts and Nevis,2020-03-31,0,0,53192.0,,24654.385,2.3
Ethiopia,2020-03-31,7,0,114963583.0,3.526,1729.927,0.3
Ecuador,2020-05-06,0,0,17643060.0,7.104,10581.936,1.5
Japan,2020-03-12,51,3,126476458.0,27.049,39002.223,13.05
Sint Maarten (Dutch part),2020-05-24,0,0,42882.0,,36327.232,
Austria,2020-03-07,33,0,9006400.0,19.202,45436.686,7.37
Hong Kong,2020-04-17,0,0,7496988.0,16.303,56054.92,
Finland,2020-01-31,0,0,5540718.0,21.228,40585.721,3.28
France,2020-01-31,1,0,65273512.0,19.718,38605.671,5.98
Kazakhstan,2020-04-22,76,0,18776707.0,6.991,24055.588,6.7
Malaysia,2020-02-23,0,0,32365998.0,6.293,26808.164,1.9
United States,2020-03-17,887,16,331002647.0,15.413,54225.446,2.77
British Virgin Islands,2020-06-02,0,0,30237.0,,,
Uruguay,2020-05-12,4,0,3473727.0,14.655,20551.409,2.8
Turks and Caicos Islands,2020-04-01,0,0,38718.0,,,
Somalia,2020-04-10,4,1,15893219.0,2.731,,0.9
Belize,2020-05-24,0,0,397621.0,3.853,7824.362,1.3
Tanzania,2020-03-20,0,0,59734213.0,3.108,2683.304,0.7
Congo,2020-04-15,4,0,5518092.0,3.402,4881.406,
Malawi,2020-05-24,1,1,19129955.0,2.979,1095.042,1.3
Liberia,2020-04-29,8,0,5057677.0,3.057,752.788,0.8
World,2020-02-09,2619,89,7794798729.0,8.696,15469.207,2.705
Saint Lucia,2020-05-29,0,0,183629.0,9.721,12951.839,1.3
Indonesia,2020-05-31,557,53,273523621.0,5.319,11188.744,1.04
Mongolia,2020-04-14,0,0,3278292.0,4.031,11840.846,7.0
Finland,2020-05-25,11,1,5540718.0,21.228,40585.721,3.28
Lebanon,2020-03-01,1,0,6825442.0,8.514,13367.565,2.9
Uganda,2020-04-03,1,0,45741000.0,2.168,1697.707,0.5
Liberia,2020-04-27,4,1,5057677.0,3.057,752.788,0.8
Sudan,2020-05-06,100,4,43849269.0,3.548,4466.507,0.8
Jamaica,2020-05-03,31,0,2961161.0,9.684,8193.571,1.7
Nigeria,2020-06-03,241,15,206139587.0,2.751,5338.454,
Iceland,2020-02-07,0,0,341250.0,14.431,46482.958,2.91
Niger,2020-05-20,5,0,24206636.0,2.553,926.0,0.3
Brazil,2020-06-10,32091,1272,212559409.0,8.552,14103.452,2.2
Bahamas,2020-04-09,4,1,393248.0,8.996,27717.847,2.9
Vietnam,2020-02-18,0,0,97338583.0,7.15,6171.884,2.6
Moldova,2020-04-30,133,4,4033963.0,10.864,5189.972,5.8
Mali,2020-05-16,27,0,20250834.0,2.519,2014.306,0.1
Iraq,2020-04-29,0,0,40222503.0,3.186,15663.986,1.4
Vietnam,2020-01-19,0,0,97338583.0,7.15,6171.884,2.6
Malaysia,2020-05-18,22,0,32365998.0,6.293,26808.164,1.9
Bulgaria,2020-04-08,28,1,6948445.0,20.801,18563.307,7.454
Brazil,2020-05-24,16508,965,212559409.0,8.552,14103.452,2.2
Cape Verde,2020-04-09,0,0,555988.0,4.46,6222.554,2.1
Bahrain,2020-02-16,0,0,1701583.0,2.372,43290.705,2.0
Kyrgyzstan,2020-05-30,60,0,6524191.0,4.489,3393.474,4.5
Spain,2020-01-16,0,0,46754783.0,19.436,34272.36,2.97
Myanmar,2020-04-14,21,0,54409794.0,5.732,5591.597,0.9
South Sudan,2020-04-11,1,0,11193729.0,3.441,1569.888,
Burkina Faso,2020-05-11,3,1,20903278.0,2.409,1703.102,0.4
Congo,2020-04-13,10,0,5518092.0,3.402,4881.406,
Nepal,2020-03-14,0,0,29136808.0,5.809,2442.804,0.3
Romania,2020-04-29,277,19,19237682.0,17.85,23313.199,6.892
Tunisia,2020-03-18,4,0,11818618.0,8.001,10849.297,2.3
Sudan,2020-04-30,57,3,43849269.0,3.548,4466.507,0.8
Greece,2020-01-04,0,0,10423056.0,20.396,24574.382,4.21
United States,2020-06-05,21140,1036,331002647.0,15.413,54225.446,2.77
Switzerland,2020-05-13,36,18,8654618.0,18.436,57410.166,4.53
Canada,2020-04-16,1318,107,37742157.0,16.984,44017.591,2.5
Spain,2020-01-28,0,0,46754783.0,19.436,34272.36,2.97
Switzerland,2020-04-29,100,27,8654618.0,18.436,57410.166,4.53
Bahrain,2020-02-25,1,0,1701583.0,2.372,43290.705,2.0
Venezuela,2020-04-03,1,0,28435943.0,6.614,16745.022,0.8
Monaco,2020-05-04,0,0,39244.0,,,13.8
Northern Mariana Islands,2020-04-10,0,0,57557.0,,,
French Polynesia,2020-05-14,0,0,280904.0,7.775,,
Peru,2020-05-24,4056,129,32971846.0,7.151,12236.706,1.6
France,2020-05-05,576,306,65273512.0,19.718,38605.671,5.98
Djibouti,2020-04-24,12,0,988002.0,4.213,2705.406,1.4
Bosnia and Herzegovina,2020-03-20,8,0,3280815.0,16.569,11713.895,3.5
Grenada,2020-05-12,0,0,112519.0,7.304,13593.877,3.7
Japan,2020-02-13,4,1,126476458.0,27.049,39002.223,13.05
Paraguay,2020-05-05,19,0,7132530.0,6.378,8827.01,1.3
United States,2020-01-09,0,0,331002647.0,15.413,54225.446,2.77
Antigua and Barbuda,2020-04-01,0,0,97928.0,6.933,21490.943,3.8
Italy,2020-02-03,0,0,60461828.0,23.021,35220.084,3.18
Guernsey,2020-04-16,0,0,67052.0,,,
Honduras,2020-05-04,45,6,9904608.0,4.652,4541.795,0.7
Congo,2020-04-30,13,1,5518092.0,3.402,4881.406,
Western Sahara,2020-05-21,0,0,597330.0,,,
Jamaica,2020-06-09,1,0,2961161.0,9.684,8193.571,1.7
Jersey,2020-04-28,2,0,101073.0,,,
Lebanon,2020-02-03,0,0,6825442.0,8.514,13367.565,2.9
Argentina,2020-03-19,18,0,45195777.0,11.198,18933.907,5.0
South Africa,2020-02-16,0,0,59308690.0,5.344,12294.876,2.32
Liberia,2020-04-02,3,0,5057677.0,3.057,752.788,0.8
Singapore,2020-06-05,517,0,5850343.0,12.922,85535.383,2.4
Niger,2020-04-14,19,1,24206636.0,2.553,926.0,0.3
Cambodia,2020-02-09,0,0,16718971.0,4.412,3645.07,0.8
Iran,2020-03-06,591,15,83992953.0,5.44,19082.62,1.5
Indonesia,2020-04-09,218,19,273523621.0,5.319,11188.744,1.04
Taiwan,2020-01-14,0,0,23816775.0,,,
Czech Republic,2020-01-23,0,0,10708982.0,19.027,32605.906,6.63
Turks and Caicos Islands,2020-06-06,0,0,38718.0,,,
Netherlands,2020-03-06,44,0,17134873.0,18.779,48472.545,3.32
Somalia,2020-05-05,34,3,15893219.0,2.731,,0.9
Timor,2020-06-05,0,0,1318442.0,3.556,6570.102,5.9
Hong Kong,2020-02-23,0,0,7496988.0,16.303,56054.92,
Taiwan,2020-04-18,0,0,23816775.0,,,
Liechtenstein,2020-03-21,9,0,38137.0,,,2.397
Honduras,2020-03-24,3,0,9904608.0,4.652,4541.795,0.7
Syria,2020-04-25,0,0,17500657.0,,,1.5
Lebanon,2020-03-11,0,1,6825442.0,8.514,13367.565,2.9
Western Sahara,2020-05-09,0,0,597330.0,,,
Kuwait,2020-01-06,0,0,4270563.0,2.345,65530.537,2.0
Djibouti,2020-03-22,0,0,988002.0,4.213,2705.406,1.4
Netherlands,2020-04-25,806,112,17134873.0,18.779,48472.545,3.32
Israel,2020-02-27,0,0,8655541.0,11.733,33132.32,2.99
Hong Kong,2020-03-22,0,0,7496988.0,16.303,56054.92,
India,2020-02-14,0,0,1380004385.0,5.989,6426.674,0.53
Latvia,2020-04-22,9,4,1886202.0,19.754,25063.846,5.57
Canada,2020-03-25,313,3,37742157.0,16.984,44017.591,2.5
Russia,2020-03-29,228,1,145934460.0,14.178,24765.954,8.05
Saint Vincent and the Grenadines,2020-06-08,0,0,110947.0,7.724,10727.146,2.6
United States Virgin Islands,2020-05-14,0,1,104423.0,18.601,,
Saudi Arabia,2020-03-16,32,0,34813867.0,3.295,49045.411,2.7
Germany,2020-04-26,1737,140,83783945.0,21.453,45229.245,8.0
Grenada,2020-04-17,0,0,112519.0,7.304,13593.877,3.7
Nicaragua,2020-04-02,1,0,6624554.0,5.445,5321.444,0.9
Pakistan,2020-01-01,0,0,220892331.0,4.495,5034.708,0.6
Cyprus,2020-04-04,40,0,875899.0,13.416,32415.132,3.4
Syria,2020-03-25,0,0,17500657.0,,,1.5
Uruguay,2020-04-19,9,0,3473727.0,14.655,20551.409,2.8
World,2020-01-27,797,25,7794798729.0,8.696,15469.207,2.705
Ireland,2020-05-21,64,10,4937796.0,13.928,67335.293,2.96
Bolivia,2020-04-05,18,0,11673029.0,6.704,6885.829,1.1
Algeria,2020-06-04,0,0,43851043.0,6.211,13913.839,1.9
Ukraine,2020-05-27,339,21,43733759.0,16.462,7894.393,8.8
Suriname,2020-04-23,0,0,586634.0,6.933,13767.119,3.1
Bosnia and Herzegovina,2020-06-04,16,0,3280815.0,16.569,11713.895,3.5
Philippines,2020-01-26,0,0,109581085.0,4.803,7599.188,1.0
Norway,2020-04-24,95,11,5421242.0,16.821,64800.057,3.6
Nepal,2020-04-01,0,0,29136808.0,5.809,2442.804,0.3
Lithuania,2020-01-31,0,0,2722291.0,19.002,29524.265,6.56
Sudan,2020-03-28,0,0,43849269.0,3.548,4466.507,0.8
Paraguay,2020-05-16,5,0,7132530.0,6.378,8827.01,1.3
Ecuador,2020-02-29,0,0,17643060.0,7.104,10581.936,1.5
Belize,2020-05-01,0,0,397621.0,3.853,7824.362,1.3
Sierra Leone,2020-06-06,15,0,7976985.0,2.538,1390.3,
Central African Republic,2020-04-19,0,0,4829764.0,3.655,661.24,1.0
Equatorial Guinea,2020-04-14,0,0,1402985.0,2.846,22604.873,2.1
Brazil,2020-04-30,6276,449,212559409.0,8.552,14103.452,2.2
World,2020-06-05,127662,5189,7794798729.0,8.696,15469.207,2.705
Ireland,2020-03-11,14,0,4937796.0,13.928,67335.293,2.96
Zimbabwe,2020-03-23,0,0,14862927.0,2.822,1899.775,1.7
Zambia,2020-05-25,0,0,18383956.0,2.48,3689.251,2.0
Serbia,2020-05-11,82,2,6804596.0,17.366,14048.881,5.609
Austria,2020-05-28,18,2,9006400.0,19.202,45436.686,7.37
Brazil,2020-03-07,5,0,212559409.0,8.552,14103.452,2.2
Jordan,2020-05-15,4,0,10203140.0,3.81,8337.49,1.4
Iran,2020-03-17,1053,129,83992953.0,5.44,19082.62,1.5
Central African Republic,2020-04-09,1,0,4829764.0,3.655,661.24,1.0
Portugal,2020-05-21,228,16,10196707.0,21.502,27936.896,3.39
Israel,2020-05-09,55,5,8655541.0,11.733,33132.32,2.99
Albania,2020-04-28,10,0,2877800.0,13.188,11803.431,2.89
Montenegro,2020-05-19,0,0,628062.0,14.762,16409.288,3.861
Mozambique,2020-04-27,6,0,31255435.0,3.158,1136.103,0.7
Chile,2020-06-07,5246,93,19116209.0,11.087,22767.037,2.11
Kuwait,2020-04-08,78,0,4270563.0,2.345,65530.537,2.0
Argentina,2020-05-11,13,0,45195777.0,11.198,18933.907,5.0
Poland,2020-05-31,416,10,37846605.0,16.763,27216.445,6.62
Togo,2020-05-30,6,0,8278737.0,2.839,1429.813,0.7
United Arab Emirates,2020-04-13,387,2,9890400.0,1.144,67293.483,1.2
